title,location,size,price
4 Bed Townhouse with En Suite in Lavington,Lavington,Lavington Newly build executive 4bedrooms high...,300000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom townhouse for rent in Lavington,130000.0
1 Bed House with En Suite in Runda,"Runda, Westlands",Furnished 1 Bedroom Cottage with a study in Run...,120000.0
4 Bed House with En Suite at Hardy,"Hardy, Karen",4 BEDROOM BUNGALOW FOR RENT IN KAREN NAIROBI KE...,150000.0
5 Bed House with En Suite in Kileleshwa,Kileleshwa,5 bedroom townhouse for rent in Kileleshwa,500000.0
5 Bed House with En Suite in Karen,Karen,5 bedroom house to rent in Karen (Kenya) 3KE158...,300000.0
2 Bed House with En Suite at Nyari,"Nyari, Westlands",2 bedroom furnished and serviced cottage apartm...,200000.0
3 Bed House with En Suite at Karen Marist Road,"O, Karen Marist road, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN,80000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",4br Townhouse in Westlands,215000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,Gorgeous secure 4 bedroom townhouse plus family...,155000.0
5 Bed Villa with En Suite at Karen,"KAREN, Karen",SPACIOUS 5 BEDROOM HOUSE TO LET IN KAREN NEAR G...,350000.0
3 Bed House with En Suite in Ridgeways,Ridgeways,3 BEDROOMS,396000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,Brilliant secure 4 bedroom townhouse plus famil...,155000.0
4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",Loresho an elegant charming contemporary newly...,600000.0
5 Bed Townhouse with En Suite at Riara,"Riara, Lavington",Test-fully furnished 5 bedrooms townhouse plus...,275000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4bedroom townhouse for rent in Lavington,300000.0
5 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Spring valley 5bedrooms plus ds,350000.0
5 Bed House with En Suite at Karen,Karen,5 BEDROOM HOUSE FOR RENT IN KAREN,550000.0
4 Bed Villa with En Suite in Nyari,"Nyari, Westlands",4 BEDROOM VILLA FOR RENT NYARI,350000.0
5 Bed House with En Suite at Miotoni Road,"miotoni road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,250000.0
3 Bed House with Garden in Ngong,Ngong,A Cozy 3 Bedroom Cottage at the Foot of Ngong H...,80000.0
5 Bed House with Garden in Runda,"Runda Nairobi, Runda, Westlands",A 5bdrm family house to let in runda.,350000.0
4 Bed House with En Suite at Runda Drive,"10050, Runda drive, Runda, Westlands",RUNDA SPACIOUS 4 BEDROOM DOUBLE STOREY FOR RENT,240000.0
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",4 bedroom townhouse for rent in Brookside,320000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Lovely 4 Bedroom Home for Rent in Runda,250000.0
4 Bed Townhouse with Garden in Thome,"Thome, Roysambu",4 bedroom townhouse to rent in Thome,150000.0
4 Bed Townhouse with En Suite at Brookside Drive,"66, Brookside drive, Brookside, Westlands",In a gated community of 5 houses Located within...,220000.0
4 Bed House with En Suite at Rosslyn Height,"Rosslyn height, Nyari, Westlands","4 BEDROOMS, ALL ENSUITE+ DSQ- ROSSLYN HEIGHTS",350000.0
4 Bed House in Muthaiga,Muthaiga,OLD MUTHAIGA:BRITISH STYLE COTTAGE TO LET(TWO A...,372630.0
6 Bed House with En Suite in Lavington,Lavington,A WONDERFUL 6 BEDROOMS SEMI FURNISHED AMBASSA...,410000.0
4 Bed House with En Suite at Mandela Road,"23 03024 RR 0322p/0401p, Mandela Road, Kileleshwa",A Feel Good double storey Family Home near Kasu...,250000.0
4 Bed Townhouse in Lavington,Lavington,Lavington; 4 Bedroom plus Staff Quarters Townho...,250000.0
5 Bed House with En Suite at Karen,Karen,5 BEDROOM VILLA FOR RENT IN KAREN,550000.0
5 Bed House with En Suite at Karen Bomas Of Kenya,"Karen bomas of kenya, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,450000.0
4 Bed Townhouse with En Suite at Limuru Rd.,"Limuru Rd., Tigoni, Limuru","Four bedroom villa+SQ in Redhill, Tigoni.",150000.0
2 Bed House with En Suite in Muthaiga,Muthaiga,2 BEDROOM IN OLD MUTHAIGA,496000.0
4 Bed Villa with En Suite in Rosslyn,"Rosslyn, Westlands",Cosy 4 Bedroomed villa,300000.0
2 Bed House with Garden at Off Miotoni Lane,"Off Miotoni Lane, Karen","2 bedroom cottage for rent in Off Miotoni Lane,...",100000.0
5 Bed Villa with En Suite at Waiyaki Way/Lavington,"Waiyaki Way/Lavington, Waiyaki Way, Westlands",5 Bedrooms Townhouse To Let in Lavington,400000.0
4 Bed House with En Suite in Karen,Karen,Magnificent 4 bedroom house available to let i...,300000.0
2 Bed House with En Suite at Windy Ridge,"WINDY RIDGE, Karen",TWO BEDROOM PLUS DSQ FULLY FURNISHED HOUSE TO L...,150000.0
7 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","7br House, Kitisuru",450000.0
4 Bed House with En Suite in Muthaiga,Muthaiga,Newly Renovated Four Bedrooms Bungalow To Let I...,400000.0
4 Bed House with En Suite at Shanzu Rd Spring Valley,"Shanzu Rd spring valley, Spring Valley, Westlands",Four bedroom in Gated compound in spring valley,250000.0
5 Bed House with En Suite at Nyali,"nyali, Nyali Area, Nyali",5 bedroom villa in a shared compound with a poo...,130000.0
4 Bed Townhouse with En Suite at Off School Lane,"Off School Lane, Westlands Area, Westlands",4 bedroom Townhouse to let,150000.0
5 Bed Townhouse with En Suite at Convent Drive 55,"66, Convent Drive 55, Lavington",5 Bedrooms (all en-suite) Townhouse in a compo...,330000.0
2 Bed House with Garden at Warai South,"Warai South, Karen",2 bedroom cottage for rent in Warai South,100000.0
5 Bed House with En Suite at Karen Hardy,"O, Karen hardy, Karen",5 BEDROOM TOWNHOUSE FOR RENT IN KAREN,200000.0
5 Bed House with En Suite at Runda,"runda, Runda, Westlands",5 BEDROOM HOUSE RUNDA @ $ 3500 P.M,450000.0
4 Bed Villa with En Suite at Off Loresho Ridge,"2, Off Loresho Ridge, Loresho, Westlands",A Stunning 4 Bedrooms villa to let in Loresho.,590000.0
5 Bed House with En Suite in Loresho,"Loresho, Westlands",5BEDROOM STAND ALONE HOUSE FOR RENT IN LORESHO,390000.0
4 Bed House with En Suite at Karen Mutero Road,"Karen mutero road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
1 Bed House with En Suite at Karen Area,"O, Karen area, Karen",1 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,35000.0
4 Bed House with En Suite at Magnolia Close,"Magnolia Close, Gigiri, Westlands","4 Bedroom House For Rent, Gigiri, Westlands.",325000.0
3 Bed House with En Suite at Off Ridgeways Road,"1, Off Ridgeways Road, Ridgeways",Cozy 3 Bedrooms bungalows in a gated community...,300000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Luxury Defined 5-bedroom UNFURNISHED Villa to L...,500000.0
4 Bed House with En Suite at Karen Fair Acres,"O, Karen fair acres, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
5 Bed House with En Suite at Mimosa Road,"400, Mimosa Road, Runda, Westlands","Located within few minutes drive to UN offices,...",450000.0
5 Bed House with En Suite at Karen Hub,"O, Karen hub, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,450000.0
3 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,AN AMAZING MODERN THREE BEDROOM TOWN HOUSE IN A...,110000.0
1 Bed House in Muthaiga,Muthaiga,1 bedroom furnished studio for rent,150000.0
5 Bed House with En Suite at Runda Road,"67, Runda Road, Runda, Westlands",Exceptional and Gorgeous! Runda 5-Bedroom Stand...,480000.0
5 Bed Townhouse with Garden in Lavington,"Lavington Nairobi, Lavington",A 5bdrm townhouse to let in lavington.,350000.0
4 Bed Townhouse with En Suite in Spring Valley,"Shanzu Road, Spring Valley, Westlands",Executive 4 bedroom townhouse all ensuite with...,250000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",Townhouse to rent in Westlands (Kenya) 3KE16092...,300000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,PRESTIGIOUS 5 BEDROOM TOWNHOUSE FOR RENT IN LAV...,250000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",4 Bedroom for Rent in Runda,300000.0
6 Bed House with En Suite at Kitisuru Road,"110, Kitisuru Road, Kitisuru, Westlands",LUXURIOUS LIVING,1200000.0
4 Bed House with En Suite at Runda,"Runda, Westlands","4br House, Runda",350000.0
5 Bed House with En Suite at Karen Plain,"Karen plain, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,180000.0
6 Bed Townhouse with En Suite at Algeyo Road 55,"Algeyo Road 55, Kilimani",This move-in-ready from end of Next Month home...,220000.0
2 Bed House in Muthaiga,Muthaiga,2 bedroom house to rent in Muthaiga (Kenya) 3K...,195071.0
5 Bed Villa with En Suite in Spring Valley,"Spring Valley, Westlands",Spring valley 5bedrooms all ensuite modern vill...,500000.0
4 Bed Townhouse at Westlands Court,"Westlands Court, Rhapta Road, Westlands",4 Bedroom Townhouse To Let Off Church Road,120000.0
5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",ALL EN SUITE 5BEDROOM TOWNHOUSE FOR RENT IN LOR...,350000.0
4 Bed House with En Suite in Muthaiga,Muthaiga,4 bedroom townhouse to rent in Muthaiga (Kenya)...,500000.0
4 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,180000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom townhouse for rent in Lavington,180000.0
5 Bed Townhouse with Garden in Lavington,Lavington,Lavington executive 5bedrooms plus dsq all ensu...,450000.0
1 Bed House with En Suite at Silanga Road,"silanga road, Karen",One bedroom house fully furnished in karen,90000.0
10 Bed House with En Suite at Runda Road,"09, Runda Road, Runda, Westlands",10 bedrooms A substantial double storey house o...,500000.0
6 Bed House with En Suite in Runda,"Runda, Westlands",6 BEDROOM AMBASSADORIAL HOUSE IN RUNDA FOR RENT,420000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM MAISONETTE HOUSE FOR RENT IN KAREN,230000.0
4 Bed Villa with En Suite at Fourways Junction,"Fourways Junction, Kiambu Road","4 Bedroom Villa To Let at Fourways Junction, Ki...",148000.0
3 Bed Villa with En Suite at Vipingo,"Ridge, Vipingo",Furnished villa available for long-term rental,150000.0
4 Bed Townhouse with En Suite at Kanamai,"Coca-cola area, Kanamai, Mtwapa",4 Bedroom maisonette available for long term re...,100000.0
3 Bed Villa with En Suite at La-Marina Mtwapa,"Mtwapa, La-marina Mtwapa","Holiday rentals,3 Bedrooms own compound cottage",12000.0
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Newly Renovated! Kitisuru Lake View Four Bedroo...,300000.0
3 Bed House with En Suite at Windy Ridge,"O, Windy ridge, Karen",3 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI KEN...,135000.0
5 Bed Townhouse with En Suite at Lower Kabete,"Lower Kabete, Westlands",5 Bedrooms Townhouses To Let in Lower Kabate,550000.0
6 Bed Townhouse with En Suite at Jacaranda Avenue,"105, Jacaranda Avenue, Lavington",Lavington 5 bedrooms townhouse,330000.0
4 Bed House with En Suite in Kiambu Road,Kiambu Road,Four Bedroom House With Dsq To Let Along Kiambu...,250000.0
5 Bed House with En Suite at Kiambu Road,"67, Kiambu road, Ridgeways",An Elegant 5bedrooms house for rent in a gated...,400000.0
4 Bed Villa with En Suite at Ruiru,"Ruiru, Eastern ByPass",4BEDROOM WITH DSQ FOR RENT,85000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Lavington executive 4bedrooms plus 2dsq all ens...,250000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom townhouse for rent,350000.0
5 Bed House with En Suite at Ibis Road Nyari,"Ibis road Nyari, Nyari, Westlands",Nyari Spacious 5 bedroom house with a Locakble...,350000.0
4 Bed House with Swimming Pool in Runda,"Runda, Westlands",4 & 5 Bed Houses For Rent In Runda,400000.0
5 Bed House with En Suite in Lavington,Lavington,Thompson Estate Maisonette to Let,190000.0
5 Bed House with En Suite at Ndenge Road,"Ndenge road, Karen",FIVE BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KE...,350000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Imposing and Lustrous 5 Bedroomed Villa In a Ga...,380000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,A Maginificent Townhouse for rent,400000.0
6 Bed House with En Suite at Lavington,"01, Lavington",Executive 6 Bedroom House All Bedroom en-suite...,800000.0
1 Bed House with En Suite at Nyari Central,"Nyari central, Nyari, Westlands",1 bed fully furnished Geust wing in Nyari,100000.0
5 Bed House with Garden in Muthaiga,Muthaiga,Muthaiga North House To Let,250000.0
5 Bed House with Swimming Pool in Runda,"Runda, Westlands",5 Bedroomed Double Storey For Rent In Runda Wit...,400000.0
5 Bed Townhouse with En Suite at Kabasirian Avenue,"Kabasirian Avenue, Lavington","Lavington, Kabasirian Avenue, Townhouse- TO LET",380000.0
5 Bed House with Borehole in Westlands Area,"Westlands Area, Westlands",5 Bedroom Townhouse To Let In The Heart Of West...,250000.0
4 Bed House with En Suite at Karen Area,"Karen area, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,500000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Alarming 4 Bedroomed Town House For Rent In Run...,300000.0
6 Bed Villa in Kileleshwa,Kileleshwa,6 BEDROOMS EXQUISITE SEMI FURNISHED VILLA,400000.0
5 Bed Townhouse with En Suite at Mugoiri Road,"66, Mugoiri Road, Kileleshwa",The townhouses are located in a very secure & s...,200000.0
4 Bed Townhouse with En Suite at Gatundu Road,"Gatundu road, Kileleshwa",Lovely 4 Bedroom Cottage To Let in Kileleshwa,250000.0
4 Bed House with En Suite in Lavington,Lavington,4 bed house in Lavington,350000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Exceptional 4Bedroom plus dsq Townhouse to Let...,350000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Amazing & Characterful 5-Bedroom Stand Alone Ho...,350000.0
2 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen","2 BEDROOM COTTAGE FOR RENT IN KAREN,NAIROBI, KE...",90000.0
4 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,220000.0
4 Bed Villa with Swimming Pool at Fourways Junction,"Fourways Junction, Kiambu Road","4br Villa, Fourways Junction, Kiambu rd",110000.0
5 Bed House with En Suite at New Kitisuru Estate,"New kitisuru Estate, Kitisuru, Westlands",Executive 5 bedroom house all ensuite with heat...,350000.0
6 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Ambassadorial 6 Bedroom All En-suite Townhouse.,360000.0
4 Bed House with En Suite at Karen Kcb,"O, Karen kcb, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,130000.0
4 Bed House with En Suite at,"Runda Grove,, Runda, Westlands","Runda,Exquisite four Beds house for rent,",350000.0
3 Bed House with En Suite at General Mathenge,"1`, General Mathenge, Westlands",3 Bedroom Apartment For Rent In General Matheng...,122000.0
4 Bed Villa with En Suite at Elmollo Drive,"09, Elmollo Drive, Lavington",@4500 USD These are modern beautifully built vi...,500000.0
4 Bed Townhouse in Westlands Area,"Westlands Area, Westlands",Brookside drive; 4 Bedroom House,250000.0
4 Bed House with En Suite at Runda,"Runda, Westlands",Executive fully furnished 4 bedroom with swimmi...,300000.0
4 Bed House with Garden in Runda,"Runda, Westlands",4 bedroom house to rent in Runda,350000.0
4 Bed Townhouse with En Suite in Thika Road,Thika Road,4 bedroom townhouse to rent in Garden City-3KE1...,200000.0
5 Bed Townhouse with Garden in Gigiri,"Gigiri Nairobi, Gigiri, Westlands",A 5bdrm townhouse to let in Gigiri.,4300.0
4 Bed Villa with En Suite at Grevillea Road,"A 70, Grevillea Road, Westlands Area, Westlands",Letting a four bedroom all ensuite plus servant...,270000.0
5 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Ultra-modern 5 bedrooms townhouse located near...,500000.0
5 Bed Townhouse with En Suite at Convent Drive,"66, Convent drive, Lavington","Lavington), a development of only 8 houses in a...",250000.0
4 Bed Townhouse with Swimming Pool in Nyali Area,"Nyali Area, Nyali",4 BEDROOMS NEWLY BUILT EXECUTIVE MASSIONATE,250000.0
4 Bed Villa with En Suite in Windsor,"Windsor, Roysambu",Fully Furnished &Serviced Four Bedroom Villa Fo...,580000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,Modern Four Bedroom Townhouse To Let Along Kiam...,180000.0
7 Bed House with En Suite at Karen Magadi Road,"O, Karen Magadi road, Karen",7 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
5 Bed House with En Suite at Lavington Green,"Lavington green, Lavington",Elegant secure 5 Bedrooms all ensuite Townhous...,230000.0
5 Bed House with En Suite at Karen Marist Road,"Karen marist road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,450000.0
3 Bed House with En Suite in Kiambu Town,Kiambu Town,BEAUTIFUL 3 BEDROOM MAISONETTE FOR RENT IN RIVE...,40000.0
4 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",REFINED COASTAL STYLE MAISONETTE IN A GATED EST...,120000.0
5 Bed Townhouse with En Suite at Near Braeburn School And St Austins Academy,"Near Braeburn School and St Austins Academy, Lavington",5 Bedroom Townhouse with a back Private Garden...,350000.0
4 Bed House with En Suite in Mountain View,"Mountain View, Westlands",4 bedroom standalone bungalow,130000.0
4 Bed Townhouse with En Suite at Kiambu Road,"near Runda Paradise, Kiambu road, Kiambu Road",New Modern 4 Bedroom Villas For Rent along Kiam...,250000.0
4 Bed House with En Suite at Muteero Estate,"Muteero estate, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,320000.0
3 Bed House with En Suite in Redhill,Redhill,Lovely 3 Bedroom House,55000.0
4 Bed Townhouse with Borehole in Kyuna,"Kyuna Nairobi, Kyuna, Westlands",A 4bdrm townhouse to let in westland.,260000.0
4 Bed Villa with Swimming Pool at Njathaini,"0098, njathaini, Kiambu Road",A SUPER MODERN FOUR BEDROOM VILLA IN A GATED CO...,160000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom Townhouse to Let in Lavington,300000.0
4 Bed House with Garden at Lakeview,"Lakeview, Lake View, Westlands","4br Bungalow, Lakeview",300000.0
5 Bed House with En Suite at Mirema Drive,"Mirema drive, Mirema, Roysambu","5 bedroomed house Mirema drive @ 130,000",130000.0
4 Bed House with En Suite at Runda,"Runda, Westlands","4br House, Runda",280000.0
1 Bed Villa with En Suite at Karen,"lower plains road, karen, Karen",SERVICED ACCOMODATION IN A FIVE BEDROOMED VILLA...,8000.0
4 Bed Villa with En Suite in Westlands Area,"Westlands Area, Westlands","WESTLAND, 4 BEDROOM VILLA FOR RENT.",250000.0
4 Bed House in Karen,Karen,Rental house,180000.0
3 Bed House with En Suite in Kilimani,Kilimani,3 bedroom house to rent in Kilimani (Kenya) 3K...,150000.0
4 Bed Townhouse with Swimming Pool in Spring Valley,"Spring Valley, Westlands",Spring valley In a well secured gated community...,260000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Cosy Five Bedroomed Standalone Villa For Office...,330000.0
5 Bed House with Garden in Nyari,"Nyari central Nairobi, Nyari, Westlands",A 5bdrm family house to let in nyari.,300000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom townhouse for rent in Lavington,300000.0
4 Bed Villa with En Suite in Runda,"Runda, Westlands",Cosy Four Bedroomed Villa In A Gated Community,320000.0
4 Bed Villa with En Suite at Evergreen,"evergreen, Runda, Westlands",BEAUTIFUL 4 BEDROOM HOUSE IN A GATED COMMUNITY,350000.0
